idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location
3700,f0f500ee-c36a-4566-8384-c0e066f5b342,USER_04492,2024-05-18 06:29,Internet Bill,4G Unlimited Plan,BSNL Broadband,6813.15,10.9,69.01,99,Credit Card,Successful,MERCH_0771,iOS,Urban
3701,83532a48-b960-46e4-8337-c82c3e646d3a,USER_03482,2024-05-18 07:18,Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,7816.63,29.99,18.97,714,Credit Card,Successful,MERCH_0294,Android,Urban
3702,b71136ef-7450-4a05-9a66-3a003fc03eb9,USER_08964,2024-05-18 18:00,Grocery Shopping,Whole Wheat Atta,BigBasket,5522.37,33.31,94.94,575,UPI,Successful,MERCH_0505,Android,Urban
3703,b0c5214f-4e5f-4270-a7b2-bc951e543fe4,USER_02931,2024-05-18 19:16,Movie Ticket,Avengers: Endgame,PVR Cinemas,1624.55,5.9,48.67,121,Credit Card,Successful,MERCH_0564,Android,Urban
3704,757560c8-d60d-4457-8405-5a7b6fa46a42,USER_02923,2024-05-18 19:57,Education Fee,MBA Entrance Prep,Unacademy,3884.34,2.33,11.35,227,Wallet Balance,Successful,MERCH_0602,iOS,Suburban
3705,1f882302-c41d-4016-ba8c-d7bace28300b,USER_06097,2024-05-18 22:54,Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,3630.04,8.59,43.12,738,Bank Transfer,Successful,MERCH_0522,Android,Suburban
3706,62a347be-9384-433a-a732-bfe30a329e56,USER_08383,2024-05-18 23:27,Gas Bill,Commercial Gas Connection,Bharat Gas,1186.89,37.11,33.96,584,UPI,Successful,MERCH_0142,Android,Urban
3707,148093cd-b0e3-498d-8a44-7ae00143759b,USER_09326,2024-05-19 00:12,Loan Repayment,Car Loan Installment,HDFC Bank,910.24,4.51,82.65,366,Credit Card,Successful,MERCH_0723,Android,Urban
3708,adda4e69-e4fc-4267-ad79-1ffcf034c5d1,USER_07486,2024-05-19 00:49,Gaming Credits,Legendary Weapon,Minecraft,368.27,4.18,72.37,621,Bank Transfer,Successful,MERCH_0614,iOS,Urban
3709,342f105a-06fc-41c6-a328-febae63dafd4,USER_08258,2024-05-19 00:55,Mobile Recharge,Prepaid Plan 399,Idea,9034.93,3.43,44.41,466,Wallet Balance,Successful,MERCH_0727,iOS,Urban
3710,8783b5c8-b39d-4457-9409-2592d92fe59e,USER_07680,2024-05-19 00:57,Mobile Recharge,Annual Plan 2999,Airtel,2752.97,38.32,59.21,566,UPI,Successful,MERCH_0612,iOS,Urban
3711,58ae232e-92a6-465e-9fbf-e73465943f2d,USER_03778,2024-05-19 01:12,Gas Bill,Domestic LPG Cylinder,Bharat Gas,6661.8,23.93,89.4,747,UPI,Pending,MERCH_0037,Android,Urban
3712,e81e135b-710d-4af9-9eb1-0a8f05d266c7,USER_09926,2024-05-19 02:07,Hotel Booking,Service Apartment,Airbnb,9638.15,26.2,2.86,652,Wallet Balance,Successful,MERCH_0569,Web,Urban
3713,3f7ae9f2-38ca-4730-8637-f9da60f629ee,USER_08966,2024-05-19 03:43,Electricity Bill,Temporary Connection Bill,CESC,5346.85,37.35,20.14,827,Debit Card,Successful,MERCH_0339,Android,Rural
3714,5bcd691f-39af-4104-a901-67202ff2b48f,USER_07563,2024-05-19 04:23,Insurance Premium,Home Insurance,SBI Life,8600.79,27.04,46.91,947,Bank Transfer,Successful,MERCH_0002,Web,Rural
3715,b62bd7b0-3a15-4f35-8a63-842b079a75b8,USER_00569,2024-05-19 04:56,Rent Payment,2BHK Flat Deposit,OYO Life,2115.56,17.91,33.07,207,Debit Card,Successful,MERCH_0194,Android,Urban
3716,d4e91f4e-3057-4f9d-b5f0-cf925a34a2db,USER_00498,2024-05-19 05:28,Insurance Premium,Home Insurance,LIC,5942.36,7.83,2.09,434,Bank Transfer,Successful,MERCH_0273,iOS,Urban
3717,521823ea-9780-4453-acfb-3b9527522d60,USER_00403,2024-05-19 08:57,Grocery Shopping,Refined Sunflower Oil,Grofers,136.07,16.74,9.74,335,Bank Transfer,Successful,MERCH_0017,Web,Urban
3718,5868cbae-232b-49ad-a88e-58faddf34618,USER_06029,2024-05-19 10:59,Movie Ticket,3 Idiots,Cinepolis,8067.4,2.65,93.69,184,Wallet Balance,Successful,MERCH_0591,Android,Urban
3719,e09e0a24-fc33-429f-9304-a5195aa170f8,USER_07539,2024-05-19 14:32,Internet Bill,4G Unlimited Plan,Airtel Broadband,1459.18,15.22,36.48,699,Credit Card,Successful,MERCH_0899,Android,Suburban
3720,47c329a9-cf4b-4f33-a514-5659d2c51ec6,USER_07248,2024-05-19 15:31,Education Fee,IELTS Training,Coursera,1673.52,14.29,46.25,9,Credit Card,Successful,MERCH_0462,iOS,Urban
3721,877dc465-fbea-4ce3-8380-1c697d8da0c8,USER_08070,2024-05-19 18:21,Online Shopping,Wireless Earbuds,Myntra,4244.22,43.32,54.25,744,Bank Transfer,Successful,MERCH_0598,Android,Rural
3722,df033e49-1952-4b0e-8da1-739b8f1ff6d3,USER_01696,2024-05-19 18:28,Insurance Premium,Travel Insurance,Max Life,9245.7,7.13,59.22,920,Debit Card,Successful,MERCH_0842,Web,Urban
3723,d068d788-6b15-407f-b53c-e98658c4f28d,USER_06875,2024-05-19 18:50,Electricity Bill,Agricultural Bill,Reliance Energy,101.66,9.74,6.83,832,Wallet Balance,Successful,MERCH_0116,Web,Urban
3724,37c3e3f8-bfc5-495f-8947-ea4abb966c02,USER_04517,2024-05-19 18:58,Insurance Premium,Health Insurance,Max Life,3871.56,29.75,62.09,942,Bank Transfer,Successful,MERCH_0364,Android,Urban
3725,af1c0dea-fbbe-4fc7-98be-9d63682dd459,USER_05722,2024-05-19 19:46,Loan Repayment,Education Loan EMI,HDFC Bank,8571.31,32.88,27.77,11,UPI,Successful,MERCH_0052,Android,Suburban
3726,074af9b8-5c02-48bc-bf99-5867c5a4eafb,USER_03347,2024-05-19 19:49,Education Fee,Digital Marketing Certification,BYJU'S,5782.14,12.79,70.65,543,UPI,Successful,MERCH_0181,iOS,Urban
3727,5449810f-cb87-4297-93ab-b99fee1c76b6,USER_02200,2024-05-19 21:06,Food Delivery,Butter Chicken,Swiggy,1227.28,31.06,75.87,298,Bank Transfer,Successful,MERCH_0622,iOS,Urban
3728,53e8b9b7-e932-486e-949f-f64d102fc7b0,USER_08936,2024-05-19 22:50,Loan Repayment,Education Loan EMI,SBI,7622.75,38.5,24.55,431,Credit Card,Successful,MERCH_0814,iOS,Urban
3729,f2c40bc9-f05d-479b-81ef-1cc865426ff2,USER_05308,2024-05-19 23:19,Education Fee,MBA Entrance Prep,BYJU'S,1221.06,20.47,82.94,634,Bank Transfer,Failed,MERCH_0161,iOS,Urban
3730,0354af9c-479e-4930-bd16-4b9f50b4bc5d,USER_05294,2024-05-19 23:35,Electricity Bill,Residential Bill,Reliance Energy,2635.27,28.88,99.26,767,Credit Card,Successful,MERCH_0312,iOS,Urban
3731,1b9d90c7-236d-4b40-9033-2884336aa1a7,USER_06338,2024-05-19 23:36,Hotel Booking,Suite,Fab Hotels,4142.03,25.25,52.45,340,UPI,Successful,MERCH_0009,Android,Rural
3732,53e3fbda-5d6d-4e2d-8b26-e87dd6c26584,USER_05856,2024-05-20 00:47,Electricity Bill,Temporary Connection Bill,Reliance Energy,957.98,23.5,64.25,594,Credit Card,Successful,MERCH_0247,Android,Urban
3733,7d865f00-c6e4-4e3f-b85a-74c73b9a3bcc,USER_05560,2024-05-20 04:46,Movie Ticket,Dangal,SPI Cinemas,6204.89,48.12,95.64,701,Credit Card,Successful,MERCH_0624,Android,Urban
3734,86616370-2040-42f8-b815-d4a12aebf90b,USER_08466,2024-05-20 11:38,Streaming Service,Standard Plan,Hotstar,3162.98,6.62,43.96,142,Wallet Balance,Successful,MERCH_0780,Web,Urban
3735,64fe2c8e-5f4f-43bb-a5c3-479a15708fab,USER_08042,2024-05-20 21:46,Water Bill,Residential Connection,Chennai Metro Water,6875.21,19.59,81.12,353,Debit Card,Successful,MERCH_0628,Android,Rural
3736,50129103-b355-4089-8c77-96cf60f4f82b,USER_02156,2024-05-20 22:59,Loan Repayment,Home Loan EMI,Axis Bank,8646.77,42.95,73.07,539,Wallet Balance,Successful,MERCH_0767,Android,Urban
3737,e4c553bf-4eee-48b0-8b48-be52721f4eb9,USER_03715,2024-05-20 23:39,Loan Repayment,Car Loan Installment,Bajaj Finserv,2958.7,48.84,48.7,172,UPI,Successful,MERCH_0952,Android,Urban
3738,73ae9719-08ea-4e90-a6b0-811d11806ac9,USER_09509,2024-05-21 00:07,Online Shopping,Smart LED TV,Amazon,2549.25,32.17,75.76,741,Credit Card,Successful,MERCH_0830,iOS,Urban
3739,d0d842e0-c48e-4d4a-9304-aae1583b05a3,USER_07736,2024-05-21 00:19,Rent Payment,PG Accommodation,Nestaway,6015.61,0.68,11.1,132,UPI,Successful,MERCH_0923,Android,Urban
3740,11a43a59-17ce-46f3-aa3d-a7b3ea5b5ca4,USER_09413,2024-05-21 01:40,Internet Bill,Fiber 100Mbps Plan,Jio Fiber,9361.51,10.72,50.53,39,Credit Card,Successful,MERCH_0333,Android,Urban
3741,337b865f-d755-432b-a6ca-d35f579b9549,USER_04262,2024-05-21 01:47,Grocery Shopping,Whole Wheat Atta,Nature's Basket,8190.88,5.24,71.7,297,UPI,Successful,MERCH_0701,iOS,Suburban
3742,5af0a35c-fecc-4fff-a024-4c88595f9760,USER_06265,2024-05-21 01:56,Electricity Bill,Industrial Bill,Tata Power,5242.27,13.22,24.3,571,Wallet Balance,Successful,MERCH_0900,Android,Suburban
3743,aef12881-0341-43b5-913c-bcc4b712a831,USER_09652,2024-05-21 02:11,Water Bill,Commercial Property,Bangalore Water Supply,4777,17.7,32.18,251,Bank Transfer,Successful,MERCH_0235,Android,Urban
3744,5b71ab70-c069-4bc8-b996-47d9e9f43ccb,USER_05239,2024-05-21 22:12,Flight Booking,Bangalore to Kolkata,Yatra,4625.36,35.42,91.54,249,Credit Card,Successful,MERCH_0390,Android,Urban
3745,12a2ce22-9422-4a82-9903-51fe895cc2de,USER_01608,2024-05-21 22:57,Internet Bill,Broadband 50Mbps Plan,Jio Fiber,3546.18,49.7,17.05,512,Wallet Balance,Successful,MERCH_0131,Android,Urban
3746,6f3ba961-9642-41c5-90cc-9f998b042b2e,USER_07596,2024-05-22 00:41,Mobile Recharge,Annual Plan 2999,BSNL,2906.06,46.78,7.37,937,Debit Card,Successful,MERCH_0276,Android,Suburban
3747,58492350-ad80-4d79-88a9-9965b5581d22,USER_06421,2024-05-22 04:06,Online Shopping,Smart LED TV,Myntra,2337.25,2.64,87.03,131,UPI,Pending,MERCH_0960,iOS,Urban
3748,648ad372-0627-4290-986b-81778878e219,USER_02268,2024-05-22 04:34,Grocery Shopping,Refined Sunflower Oil,Nature's Basket,1057.66,35.39,79.74,770,Credit Card,Successful,MERCH_0758,Android,Urban
3749,b6854ba9-2671-4aef-af04-b66a27ff5438,USER_04801,2024-05-22 05:39,Gas Bill,Commercial Gas Connection,Indraprastha Gas,2423.96,42.22,57.83,79,Credit Card,Successful,MERCH_0914,Android,Rural
3750,1239a160-4317-4fda-b2a6-9f59aabff338,USER_09636,2024-05-22 05:52,Mobile Recharge,Prepaid Plan 399,Idea,8846.85,28.3,72,394,Debit Card,Successful,MERCH_0677,Android,Urban
3751,08b1ca3d-bebd-414a-b91a-a4a0f48afa79,USER_09433,2024-05-22 11:21,Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,1393.15,17.18,25.55,125,Bank Transfer,Successful,MERCH_0058,iOS,Urban
3752,05585838-662a-4f37-bef5-fd2e165d73e4,USER_06970,2024-05-22 11:22,Mobile Recharge,Prepaid Plan 399,Idea,4275.27,31.21,77.86,385,Debit Card,Successful,MERCH_0666,Android,Urban
3753,f7282827-d51b-46c7-b445-c5d0e070dd53,USER_02448,2024-05-22 12:09,Food Delivery,Butter Chicken,Swiggy,1193.02,31.58,64.83,24,Credit Card,Successful,MERCH_0154,Android,Urban
3754,db349a47-f129-4e75-9124-5bb1d551149a,USER_06407,2024-05-22 14:26,Hotel Booking,Dormitory Bed,Fab Hotels,236.43,42.98,50.34,434,Credit Card,Successful,MERCH_0854,Android,Suburban
3755,ce8130a9-d091-4c70-af21-5f6fc6c9c7d0,USER_05126,2024-05-22 18:11,Food Delivery,Butter Chicken,Foodpanda,5310.74,3.2,84.52,509,Credit Card,Successful,MERCH_0751,Web,Urban
3756,cdd1a513-8175-42a8-a595-7ce6cbb91ceb,USER_03091,2024-05-22 20:25,Mobile Recharge,Data Pack 50GB,Idea,8026,39.78,78.62,393,Bank Transfer,Successful,MERCH_0227,Android,Urban
3757,ab9e71e2-6cb6-4bec-8569-7b698eec248b,USER_08090,2024-05-22 20:48,Online Shopping,Smart LED TV,Snapdeal,9032.14,39.67,66.42,741,Debit Card,Successful,MERCH_0080,iOS,Suburban
3758,114559e0-4808-419d-88aa-6f9a35d5d4d1,USER_00065,2024-05-23 00:44,Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,7641.92,23.49,88.1,837,UPI,Successful,MERCH_0678,Android,Urban
3759,7f8d7174-d6bb-4df8-b6bb-ea0b0ffb58c6,USER_01649,2024-05-23 01:08,Streaming Service,Premium Plan,ZEE5,5414.56,14.04,63.95,840,Wallet Balance,Successful,MERCH_0791,Android,Urban
3760,37fd0d6d-0643-4aad-949b-b0176402d16f,USER_06960,2024-05-23 01:39,Gaming Credits,Legendary Weapon,Minecraft,6399.01,18.2,89.77,651,Wallet Balance,Successful,MERCH_0368,Android,Urban
3761,41807df5-db00-428a-8f79-fa19776676c8,USER_04319,2024-05-23 01:50,Gaming Credits,Premium Skin,Minecraft,6314.28,36.48,6.59,862,Credit Card,Successful,MERCH_0642,iOS,Urban
3762,383afb10-fc92-4610-b84e-9fa1357143fa,USER_03481,2024-05-23 03:41,Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,7529.19,13.34,47.9,690,Bank Transfer,Successful,MERCH_0679,Android,Rural
3763,122f29a3-8309-42b3-a472-65ed9ff53da3,USER_02404,2024-05-23 03:53,Gas Bill,Auto LPG,Adani Gas,7030.37,35.67,46.92,834,Bank Transfer,Successful,MERCH_0234,iOS,Urban
3764,0c5e396b-6834-40dc-852d-31d4f963d80a,USER_06582,2024-05-23 07:47,Rent Payment,2BHK Flat Deposit,Airbnb,2703.78,14.09,55.33,854,Debit Card,Successful,MERCH_0322,Android,Urban
3765,85ab37ea-4d9b-49cc-a8ed-610b1b87c920,USER_07774,2024-05-23 07:51,Online Shopping,Steel Toe Shoes,Amazon,9577.46,13.21,17.61,348,Bank Transfer,Successful,MERCH_0729,iOS,Urban
3766,582ccc85-52e6-445e-aa6d-96ec2999775e,USER_03738,2024-05-23 07:51,Internet Bill,Business Internet Plan,BSNL Broadband,1404.73,12.96,55.56,967,Bank Transfer,Successful,MERCH_0019,Android,Urban
3767,538acb5d-8a43-4c57-ba30-57f3c58745a1,USER_03087,2024-05-23 08:17,Streaming Service,Basic Plan,Netflix,4862.75,26.72,2.19,798,Debit Card,Failed,MERCH_0952,Android,Suburban
3768,5613c2e9-e507-4aaf-a424-bbfa9b5620d6,USER_02803,2024-05-23 08:52,Internet Bill,Fiber 100Mbps Plan,Hathway,7246.6,36.91,53.97,160,UPI,Successful,MERCH_0038,iOS,Urban
3769,eb85f027-0df9-491e-a29c-a50d91d73db2,USER_01136,2024-05-23 12:07,Electricity Bill,Industrial Bill,CESC,565.51,46.77,34.59,169,UPI,Successful,MERCH_0001,iOS,Urban
3770,1e956f20-6266-49b6-be59-1c1fa2e49991,USER_09587,2024-05-23 12:39,Online Shopping,Wireless Earbuds,Snapdeal,1600,4.3,73.49,557,Debit Card,Successful,MERCH_0422,iOS,Urban
3771,c6d0f030-718d-4fbc-ac62-a3f0a86fa3e9,USER_09744,2024-05-23 13:41,Flight Booking,Bangalore to Kolkata,Yatra,6452.03,33.72,53.16,97,Wallet Balance,Successful,MERCH_0241,Android,Urban
3772,06da2f9e-36e9-45fb-a12e-ef82bf78e317,USER_08104,2024-05-23 14:46,Mobile Recharge,Postpaid Plan 599,Jio,7335.27,1.01,13.21,79,Wallet Balance,Successful,MERCH_0657,Android,Urban
3773,de5f5627-c174-4cfb-8c4f-edce9025c5e5,USER_04356,2024-05-23 16:32,Education Fee,Python Programming Course,BYJU'S,5683.53,8.58,6.79,291,UPI,Successful,MERCH_0596,Web,Urban
3774,1fa09cb9-384d-497b-8c5d-fbbc42f9595e,USER_08752,2024-05-23 16:59,Gaming Credits,Battle Pass,PUBG Mobile,325.66,36.56,37.74,11,Credit Card,Successful,MERCH_0742,Web,Urban
3775,661b4b93-1b0c-4404-a50f-c5baf3640132,USER_02523,2024-05-23 18:39,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,6975.77,43.32,34.51,626,Bank Transfer,Successful,MERCH_0035,iOS,Urban
3776,f166ec58-870f-4e14-b03a-dbca3ddc2007,USER_09570,2024-05-23 19:00,Water Bill,Commercial Property,Bangalore Water Supply,4580.01,9.89,70.85,678,UPI,Successful,MERCH_0025,Android,Urban
3777,a710d2a3-99e1-46a8-80f8-c5ffdc7866bf,USER_03788,2024-05-23 21:42,Water Bill,Industrial Use,Delhi Jal Board,8615.83,39.32,24.62,50,Wallet Balance,Successful,MERCH_0386,Web,Urban
3778,e6378c4b-9b20-4fab-b875-e624320acfc5,USER_08774,2024-05-23 22:39,Bus Ticket,Sleeper Class,Paytm Bus,3197.25,37.58,69.59,656,UPI,Successful,MERCH_0898,Android,Rural
3779,16dc7be2-4b52-41a6-8bed-7a43cf15ab30,USER_01506,2024-05-24 01:20,Gas Bill,Industrial Gas Supply,Bharat Gas,95.13,33.53,33.48,929,Credit Card,Successful,MERCH_0721,Android,Urban
3780,d2d9d393-7c46-4afd-9951-f2e99a524be5,USER_02793,2024-05-24 03:10,Gas Bill,Domestic LPG Cylinder,Gujarat Gas,2916.13,18.15,91.02,998,Wallet Balance,Successful,MERCH_0944,iOS,Urban
3781,7842f1c8-f7bc-4577-8053-d1f48b74751c,USER_09632,2024-05-24 03:25,Food Delivery,Vegetable Biryani,Domino's,3876.27,14.58,75.95,533,Credit Card,Successful,MERCH_0404,Android,Urban
3782,8b95095c-472d-4d99-b68e-b2c2b55d6cac,USER_03945,2024-05-24 06:59,Taxi Fare,Share Ride,Rapido,9269.83,23.63,7.14,760,Wallet Balance,Successful,MERCH_0418,iOS,Urban
3783,047f92b5-3f52-4d71-8612-dacd49f181d5,USER_03371,2024-05-24 07:54,Internet Bill,4G Unlimited Plan,ACT Fibernet,7985.52,40.66,53.89,142,UPI,Successful,MERCH_0221,Web,Urban
3784,07113d6c-ec50-499e-9aab-6c5abfaf49c8,USER_09048,2024-05-24 10:16,Gift Card,Rs. 250 Coffee Shop Card,Amazon Pay,396.23,10.43,28.41,255,UPI,Successful,MERCH_0367,Android,Urban
3785,fcd455c9-00f2-427e-8b61-95a47611eaab,USER_06572,2024-05-24 11:20,Hotel Booking,Villa,Fab Hotels,1570.09,35.67,3.46,491,Bank Transfer,Successful,MERCH_0641,Web,Urban
3786,b168dfd4-c6a4-4ff4-9dee-084aaa7cc71c,USER_01462,2024-05-24 13:58,Streaming Service,Student Offer,Amazon Prime,5877.3,14.01,0.96,704,Bank Transfer,Successful,MERCH_0661,Web,Urban
3787,0a9473cc-dc36-4d12-b362-d3f2bb4be61f,USER_06519,2024-05-24 15:02,Mobile Recharge,Family Plan 999,Idea,7192.54,8.74,42.19,220,UPI,Successful,MERCH_0899,iOS,Urban
3788,2b3e513f-be23-420d-aed9-4568e021a966,USER_04696,2024-05-24 17:23,Streaming Service,Premium Plan,Netflix,5443.61,9.07,75.6,891,Wallet Balance,Successful,MERCH_0021,Android,Urban
3789,ed17347b-35c2-4bcd-bb0a-56f977b5c462,USER_02248,2024-05-24 17:42,Bus Ticket,Volvo Multi-Axle,MakeMyTrip Bus,5666.85,37.5,25.78,399,Credit Card,Successful,MERCH_0194,Web,Rural
3790,c1433a96-7031-4956-ae1a-ef7e2bd8ebdf,USER_02313,2024-05-24 18:30,Gas Bill,Piped Natural Gas,Bharat Gas,5370.4,46.76,58.04,697,Credit Card,Successful,MERCH_0284,iOS,Urban
3791,d47a9907-cd9c-4cc0-9b9f-fbb54e6a569f,USER_09346,2024-05-24 18:43,Internet Bill,Business Internet Plan,Hathway,4968.01,5.97,3.93,691,Debit Card,Successful,MERCH_0538,Web,Urban
3792,0e19aa1f-b7d9-4b5e-803f-32a9f9d25d23,USER_01543,2024-05-24 19:58,Water Bill,Commercial Property,Delhi Jal Board,7151.22,34.26,78.33,368,Wallet Balance,Successful,MERCH_0376,Android,Urban
3793,4ef09083-a13f-433a-a7f5-8ae5b6554cdc,USER_00185,2024-05-25 00:57,Gaming Credits,Premium Skin,Free Fire,7065.83,26.7,64.32,468,Wallet Balance,Successful,MERCH_0384,iOS,Urban
3794,275ab40f-1b29-4773-8d57-63043f9c8601,USER_04809,2024-05-25 03:07,Water Bill,Industrial Use,Bangalore Water Supply,5700.13,33.27,6.7,557,Credit Card,Successful,MERCH_0865,Android,Urban
3795,113347cc-0890-435f-8071-f8a0253d63b0,USER_01201,2024-05-25 06:12,Movie Ticket,PK,Carnival Cinemas,6943.34,49.8,64.44,744,Debit Card,Successful,MERCH_0951,Android,Urban
3796,fb2031b9-7047-4856-9bfd-d1d45fd4d36a,USER_03575,2024-05-25 06:22,Internet Bill,Student Special Plan,BSNL Broadband,5639.88,22.1,13.5,92,Bank Transfer,Successful,MERCH_0023,Android,Suburban
3797,c94cb109-3acf-4bcd-8dcd-70b4445412ff,USER_05615,2024-05-25 06:35,Taxi Fare,Airport Transfer,Jugnoo,7630.02,32.2,66.55,893,UPI,Successful,MERCH_0873,Android,Urban
3798,d5599d0c-7e98-4e77-bae7-877f9e49343e,USER_01322,2024-05-25 07:14,Gas Bill,Commercial Gas Connection,Mahanagar Gas,6750.86,28.58,19.34,848,Bank Transfer,Successful,MERCH_0992,Android,Urban
3799,61201d4d-3310-4630-91b8-fac6c1c66e7b,USER_01370,2024-05-25 08:13,Hotel Booking,Service Apartment,Treebo,5619.74,31.18,82.08,400,Bank Transfer,Successful,MERCH_0572,iOS,Urban
3800,4a93784d-93ae-4b8f-81a9-7045b6538e59,USER_03647,2024-05-25 11:46,Water Bill,Industrial Use,Delhi Jal Board,7839.39,40.79,79.77,995,UPI,Successful,MERCH_0184,iOS,Urban
3801,c7e9e5f5-32d5-4e03-9819-5a10f9deba41,USER_03105,2024-05-25 12:32,Electricity Bill,Temporary Connection Bill,CESC,4383.88,45.9,93.68,603,UPI,Successful,MERCH_0950,Android,Urban
3802,0a54a002-3933-4c3b-b9c6-fa0c01d3dc6e,USER_03997,2024-05-25 13:13,Food Delivery,Masala Dosa,Zomato,8247.91,5.49,87.38,670,Debit Card,Successful,MERCH_0068,Android,Suburban
3803,1e7cf043-4c5f-46a3-a1a8-a9a704206fac,USER_08620,2024-05-25 14:46,Water Bill,Residential Connection,Bangalore Water Supply,3843.43,46.1,85.99,784,Bank Transfer,Successful,MERCH_0488,Android,Urban
3804,97d4ed84-e6f3-4e7d-9ecc-a20c1329b8a0,USER_00585,2024-05-25 15:14,Online Shopping,Fitness Tracker,Amazon,9196.94,44.7,21.15,896,UPI,Successful,MERCH_0791,iOS,Suburban
3805,ef72d2b6-3546-49ad-8910-e3044b6bb54a,USER_00534,2024-05-25 15:37,Education Fee,IELTS Training,Coursera,6198.02,27.58,30.02,392,UPI,Successful,MERCH_0120,Android,Urban
3806,c884bd80-e914-4041-af18-dc30b3713696,USER_08104,2024-05-25 15:48,Electricity Bill,Commercial Bill,CESC,2359.03,20.89,5.92,969,Credit Card,Successful,MERCH_0440,Android,Urban
3807,7b02d8bb-aa5c-46b9-9208-84f03d6af89f,USER_02822,2024-05-25 16:24,Hotel Booking,Service Apartment,Treebo,352.2,13.7,71.56,301,Bank Transfer,Successful,MERCH_0861,iOS,Urban
3808,8186c4d3-947c-4ea4-820c-912f3a80f4fc,USER_01142,2024-05-25 19:07,Water Bill,Commercial Property,Chennai Metro Water,3432.25,17.29,61.45,436,Credit Card,Successful,MERCH_0598,iOS,Urban
3809,34fa18fd-7371-4636-9074-9c6ffa09be27,USER_02419,2024-05-25 21:14,Streaming Service,Premium Plan,SonyLIV,1903.29,16.21,22.13,44,Credit Card,Successful,MERCH_0054,Android,Urban
3810,e190181a-f489-43af-b961-9ca5389e65c0,USER_08054,2024-05-25 21:18,Taxi Fare,Airport Transfer,Uber,9303.77,13.14,3.69,795,Bank Transfer,Successful,MERCH_0296,Android,Rural
3811,2d28c20b-cbc0-4ab0-b29a-97edb378df11,USER_02647,2024-05-25 21:49,Hotel Booking,Dormitory Bed,Fab Hotels,3294.33,16.67,82.9,738,Debit Card,Successful,MERCH_0726,Android,Urban
3812,d7888778-0744-489e-9644-6ec7fee40083,USER_05075,2024-05-26 02:28,Loan Repayment,Education Loan EMI,Axis Bank,1199.89,42.9,91.03,786,UPI,Successful,MERCH_0255,Android,Suburban
3813,566bee18-bd7d-4efe-96a6-a04947ac15a7,USER_05795,2024-05-26 03:52,Movie Ticket,PK,SPI Cinemas,7568.53,26.42,88.89,466,Bank Transfer,Successful,MERCH_0052,Android,Suburban
3814,bbdb3b89-4701-48b6-beca-77c3b62546bf,USER_00511,2024-05-26 05:52,Loan Repayment,Business Loan Repayment,Axis Bank,9152.26,13.22,50.56,28,Credit Card,Successful,MERCH_0203,Android,Urban
3815,f051580b-078f-4dce-a17e-29d9d3887dce,USER_05447,2024-05-26 07:24,Gas Bill,Auto LPG,Mahanagar Gas,9257.38,1.88,34.4,179,Wallet Balance,Successful,MERCH_0316,Android,Urban
3816,f921960d-a579-4422-b3a5-d9c76109f378,USER_05231,2024-05-26 10:21,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,818.6,42,40.57,728,Wallet Balance,Successful,MERCH_0030,Android,Suburban
3817,ba3b2737-6b93-4c1a-a8a0-ca279cc23b0f,USER_01592,2024-05-26 14:30,Electricity Bill,Commercial Bill,BSES,4064.46,13.79,18.5,414,Debit Card,Successful,MERCH_0417,Android,Urban
3818,e017ace5-fe34-4346-8587-0c567f25080a,USER_06052,2024-05-26 19:57,Water Bill,Industrial Use,Mumbai Water,651.28,22.41,94.39,234,Bank Transfer,Successful,MERCH_0067,Android,Rural
3819,cdec0654-f6ba-4a7e-bae5-b538dc403139,USER_06994,2024-05-27 01:50,Mobile Recharge,Data Pack 50GB,Jio,6970.85,38.88,43.73,790,Debit Card,Successful,MERCH_0277,Android,Urban
3820,a9e4a49c-8e11-4bb1-af3d-45b1f4c5f00e,USER_03021,2024-05-27 02:01,Grocery Shopping,Whole Wheat Atta,Grofers,6475.62,11.39,27.96,835,Wallet Balance,Successful,MERCH_0377,Web,Urban
3821,be3ebc51-dd61-427a-9406-04c204c37ea7,USER_00190,2024-05-27 02:54,Movie Ticket,Baahubali 2,Carnival Cinemas,841.88,31.77,27.2,113,Bank Transfer,Successful,MERCH_0766,Android,Suburban
3822,cb65b473-36fb-4751-b881-3c800b004d2d,USER_07544,2024-05-27 02:59,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,6618.8,29.95,67.69,986,Debit Card,Successful,MERCH_0405,Android,Urban
3823,8355074f-0a3b-472a-af75-5ecfd963bdbf,USER_06404,2024-05-27 03:09,Insurance Premium,Health Insurance,HDFC Life,8460.54,5.74,44.83,647,UPI,Successful,MERCH_0580,Android,Suburban
